station_name,latitude,longitude,venue_id,venue_name,venue_category,venue_address,venue_distance,venue_latitude,venue_longitude
Nelson & Richards,49.277844,-123.120942,4aa942d5f964a520ba5220e3,Blue Water Cafe + Raw Bar,Seafood Restaurant,1095 Hamilton St,191,49.276123,-123.121114
Nelson & Richards,49.277844,-123.120942,51a7a349454a2b1f0e2449f8,Homer St. Cafe and Bar,Restaurant,898 Homer St,207,49.278455,-123.11823
Nelson & Richards,49.277844,-123.120942,5af8880a838e59002ce2d728,Angus T,Bakery,1036 Mainland St,232,49.275871,-123.119875
Nelson & Richards,49.277844,-123.120942,4ac17919f964a520479720e3,The Orpheum,Music Venue,601 Smithe St,256,49.280081,-123.120416
Nelson & Richards,49.277844,-123.120942,4d9e756b9b91a1cdd13657c0,Pizza Garden,Pizzeria,675 Smithe St,260,49.28019,-123.120974
Nelson & Richards,49.277844,-123.120942,4fac04c2e4b0685b5b224d9d,Minami Restaurant,Sushi Restaurant,1118 Mainland St,286,49.275269,-123.120797
7th & Heather,49.265089,-123.119425,4c75baefdb52b1f7c5b979dc,Caffe Cittadella,Coffee Shop,2310 Ash St,181,49.26473,-123.116978
7th & Heather,49.265089,-123.119425,4b342ac8f964a520b92525e3,Dynasty Seafood Restaurant 皇朝海鮮酒家,Chinese Restaurant,777 Broadway W,214,49.263675,-123.12143
7th & Heather,49.265089,-123.119425,4aa98676f964a520105420e3,Elysian Coffee Broadway,Coffee Shop,590 Broadway W,273,49.263077,-123.117243
7th & Heather,49.265089,-123.119425,4aa843e0f964a5207f5020e3,Cactus Club Cafe Broadway + Ash,American Restaurant,575 West Broadway,248,49.263396,-123.117189
7th & Heather,49.265089,-123.119425,4aa73d25f964a520704c20e3,Whole Foods,Retail,510 8th Ave W,330,49.263957,-123.115209
7th & Heather,49.265089,-123.119425,4aa758e3f964a520be4c20e3,Banana Leaf,Malay Restaurant,820W Broadway W,302,49.263207,-123.122445
7th & Heather,49.265089,-123.119425,4aada430f964a5201f6120e3,Charleson Park,Park,999 Charleson St,418,49.266831,-123.124538
7th & Heather,49.265089,-123.119425,52b17ab1498eeab2c01ede0e,Gyu-Kaku BBQ,BBQ Joint,950 Broadway W,505,49.263202,-123.125769
7th & Heather,49.265089,-123.119425,4e223f06d4c0d32590f80ff4,La Taqueria Pinche Taco Shop,Taco Restaurant,2450 Yukon St,521,49.263637,-123.112586
7th & Heather,49.265089,-123.119425,53eee0b9498e381a6c7eaa98,Mahony & Sons,Irish Pub,610 Stamp's Landng,447,49.26908,-123.118647
Harwood & Bute,49.28026,-123.135244,4af759cbf964a520aa0822e3,Little Sister's Book & Art Emporium,Bookstore,1238 Davie St,217,49.28209,-123.134196
Harwood & Bute,49.28026,-123.135244,4aa8712bf964a520505120e3,Score on Davie,Arts and Entertainment,1262 Davie St,230,49.282285,-123.134538
Harwood & Bute,49.28026,-123.135244,4b1b3a7af964a520dff923e3,La Belle Patate,Restaurant,1215 Davie St,238,49.282095,-123.133548
Harwood & Bute,49.28026,-123.135244,4ac6bae0f964a5200eb620e3,Samurai Japanese Restaurant,Sushi Restaurant,1108 Davie St,257,49.28053,-123.131711
Harwood & Bute,49.28026,-123.135244,5d729ac66f596b0007b75915,Matchstick,Café,1305 Davie St,279,49.282738,-123.134576
Harwood & Bute,49.28026,-123.135244,4ab988d5f964a520cb7f20e3,Sushi Osaka,Sushi Restaurant,1361 Burrard St,380,49.277632,-123.131868
Harwood & Bute,49.28026,-123.135244,4b82e001f964a5205aea30e3,Nelson Park,Park,1030 Bute St,501,49.282743,-123.129466
Harwood & Bute,49.28026,-123.135244,4c181f5a1436a59399ef8c75,Engagement Sculpture English Bay,Sculpture Garden,Beach Ave,466,49.282306,-123.140866
Harwood & Bute,49.28026,-123.135244,5cf5831f0d173f002c75de93,Sushi Mugen,Sushi Restaurant,903 Davie St,538,49.278667,-123.128226
Harwood & Bute,49.28026,-123.135244,52f3fa78498e7fdade825f16,Breka Bakery & Cafe,Bakery,855 Davie St,571,49.278414,-123.12788
Chilco & Barclay,49.291909,-123.140713,4aa7455df964a5208e4c20e3,Kingyo Izakaya 金魚居酒屋,Sushi Restaurant,871 Denman St,306,49.290643,-123.136956
Chilco & Barclay,49.291909,-123.140713,5851f5b5297c16529dd5cf93,Peaked Pies,Australian Restaurant,975 Denman St,299,49.28964,-123.138493
Chilco & Barclay,49.291909,-123.140713,4cd8423915d8b60c611f650e,Tavola,Italian Restaurant,1829 Robson St,359,49.291843,-123.135761
Chilco & Barclay,49.291909,-123.140713,4aa97278f964a520b25320e3,Blenz Coffee,Coffee Shop,935 Denman St,293,49.290242,-123.137571
Chilco & Barclay,49.291909,-123.140713,4cdc9e88fc973704e4d6d605,Stanley Park Tennis Courts,Tennis Court,,354,49.292068,-123.145596
Chilco & Barclay,49.291909,-123.140713,4aa75933f964a520bf4c20e3,Banana Leaf,Malay Restaurant,1096 Denman St,407,49.288276,-123.139917
Chilco & Barclay,49.291909,-123.140713,4af4d559f964a520b1f621e3,Ukrainian Village Restaurant,Eastern European Restaurant,815 Denman St,355,49.291374,-123.135883
Chilco & Barclay,49.291909,-123.140713,4b54a00bf964a52071c327e3,Brandon & Joanny's NOFRILLS Vancouver,Grocery Store,1030 Denman St,397,49.28869059393502,-123.13914299011232
Chilco & Barclay,49.291909,-123.140713,4c773251f2473704719c65eb,Sylvia's Bar,Bar,1154 Gilford St,397,49.288559,-123.142618
Chilco & Barclay,49.291909,-123.140713,4ad008e2f964a5205fd720e3,Delany's Coffee House,Coffee Shop,1105 Denman St,400,49.288307,-123.140488
Chilco & Robson,49.293257,-123.138563,4cd8423915d8b60c611f650e,Tavola,Italian Restaurant,1829 Robson St,256,49.291843,-123.135761
Chilco & Robson,49.293257,-123.138563,4aa7455df964a5208e4c20e3,Kingyo Izakaya 金魚居酒屋,Sushi Restaurant,871 Denman St,312,49.290643,-123.136956
Chilco & Robson,49.293257,-123.138563,4af4d559f964a520b1f621e3,Ukrainian Village Restaurant,Eastern European Restaurant,815 Denman St,285,49.291374,-123.135883
Chilco & Robson,49.293257,-123.138563,5fbc67765bfc23154b5cd36b,Chung Chun Rice Hotdog,Korean Restaurant,1795 Robson St,359,49.291199,-123.134732
Chilco & Robson,49.293257,-123.138563,4bc647d4f360ef3bcc79db2d,Spokes Bike Rentals,Bicycle Store,1798 Georgia St W,359,49.292254,-123.133849
Chilco & Robson,49.293257,-123.138563,5851f5b5297c16529dd5cf93,Peaked Pies,Australian Restaurant,975 Denman St,401,49.28964,-123.138493
Chilco & Robson,49.293257,-123.138563,4aa97278f964a520b25320e3,Blenz Coffee,Coffee Shop,935 Denman St,342,49.290242,-123.137571
Chilco & Robson,49.293257,-123.138563,4aabe78ff964a520d05a20e3,Aria Market,Grocery Store,837 Bidwell St,446,49.290288,-123.134411
Chilco & Robson,49.293257,-123.138563,5117169ce4b0a8f49ffc02bd,Dinesty Chinese Restaurant,Shanghai Restaurant,1719 Robson St,429,49.290752,-123.134045
Chilco & Robson,49.293257,-123.138563,4aa80589f964a520ca4e20e3,Guu with Garlic,Japanese Restaurant,1698 Robson St,471,49.290278,-123.133923
Nicola & Robson,49.288011,-123.132006,52e19f99498ee190912a3ff0,Pappa Roti,Bakery,1505 Robson St,111,49.28892,-123.13113
Nicola & Robson,49.288011,-123.132006,5b2bfe834f0e58002c8c4344,Saku,Japanese Restaurant,1773 Robson St,137,49.291333,-123.134825
Nicola & Robson,49.288011,-123.132006,4e5955281f6e804280c4bad1,Roedde House Museum,History Museum,1415 Barclay St,118,49.286943,-123.132097
Nicola & Robson,49.288011,-123.132006,52c72fe5498edf109f363e18,Greenhorn Cafe,Café,994 Nicola St,208,49.286624,-123.133935
Nicola & Robson,49.288011,-123.132006,5646ab13498e460c732920e8,Ramen Danbo - Robson,Ramen Restaurant,1333 Robson St,226,49.287499,-123.12898
Nicola & Robson,49.288011,-123.132006,4aa98159f964a520fb5320e3,Whole Foods,Retail,1675 Robson St,239,49.290103,-123.132772
Nicola & Robson,49.288011,-123.132006,4aa80589f964a520ca4e20e3,Guu with Garlic,Japanese Restaurant,1698 Robson St,287,49.290278,-123.133923
Nicola & Robson,49.288011,-123.132006,4aa9ac4ff964a520cc5420e3,Cardero Bottega,Coffee Shop,1016 Cardero St,279,49.287092,-123.135598
Nicola & Robson,49.288011,-123.132006,4b8c2b7ff964a520fec132e3,Hokkaido Ramen Santouka,Ramen Restaurant,1690 Robson St,282,49.290258,-123.13384
Nicola & Robson,49.288011,-123.132006,4aabe78ff964a520d05a20e3,Aria Market,Grocery Store,837 Bidwell St,307,49.290288,-123.134411
Carrall & Hastings,49.28117,-123.104419,4dc9a94cd22d2af63302269c,Nelson the Seagull,Bakery,315 Carrall St,120,49.282251,-123.104519
Carrall & Hastings,49.28117,-123.104419,52f53570498ee24640cf0d17,Tacofino,Taco Restaurant,15 Cordova St W,176,49.282729,-123.104884
Carrall & Hastings,49.28117,-123.104419,56bd4b6b498e49bd59cacab0,MeeT in Gastown,Vegan and Vegetarian Restaurant,12 Water St,235,49.283275,-123.104849
Carrall & Hastings,49.28117,-123.104419,4aab5a60f964a5207f5920e3,Blarney Stone,Pub,216 Carrall St,183,49.282806,-123.104079
Carrall & Hastings,49.28117,-123.104419,59f8e055646e387cd2411030,Chinatown BBQ,BBQ Joint,130 Pender St E,230,49.280546,-123.101453
Carrall & Hastings,49.28117,-123.104419,553ac7e1498e04e927f8762d,Birds & the Beets,Café,55 Powell St,271,49.283383,-123.10283
Carrall & Hastings,49.28117,-123.104419,4b77ba28f964a52064a82ee3,Keefer Bar,Cocktail Bar,135 Keefer St,284,49.279619,-123.101293
Carrall & Hastings,49.28117,-123.104419,4abe7fb7f964a520078e20e3,New Town Bakery & Restaurant,Bakery,148 Pender St E,269,49.280309,-123.100946
Carrall & Hastings,49.28117,-123.104419,4b513a38f964a5200b4827e3,Bao Bei,Chinese Restaurant,163 Keefer St,314,49.279609,-123.100805
Carrall & Hastings,49.28117,-123.104419,4aa733eef964a520434c20e3,The Old Spaghetti Factory,Italian Restaurant,53 Water St,302,49.283831,-123.105302
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,4aa6f2c7f964a5209b4b20e3,Vancouver Art Gallery,Art Gallery,750 Hornby St,27,49.282925,-123.12041
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,4d2cce46ae3a8cfa4067bf70,Hawksworth Restaurant,Restaurant,801 Georgia St W,101,49.283302,-123.11938
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,4b109f96f964a520f07323e3,Robson Square,Plaza,800 Robson St,135,49.28214,-123.11968
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,4b7327faf964a520c79e2de3,Lululemon Athletica,Clothing Store,1148 Robson St,163,49.283016,-123.122756
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,4adbc696f964a5208f2a21e3,Rocky Mountain Chocolate Factory,Candy Store,1017 Robson St,195,49.283664,-123.123136
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,5bce08ce724750002c469650,Indigo - Robson,Bookstore,1033 Robson St,232,49.28403,-123.123492
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,4e42e0037d8b2eefb3b06d20,Thierry,Dessert Shop,1059 Alberni St,230,49.284766,-123.122662
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,4aa73bb9f964a5206b4c20e3,Sephora,Cosmetics Store,701 Georgia St E,251,49.283972,-123.11724
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,4aa17172f964a520904020e3,JOEY Burrard,New American Restaurant,820 Burrard St,219,49.282707,-123.123298
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,53c32265498e7aa07942e9c1,Boulevard Kitchen & Oyster Bar,French Restaurant,845 Burrard St,245,49.283021,-123.123893
Stanley Park - Vancouver Aquarium,49.299292,-123.130281,4aaa6a90f964a520df5520e3,Vancouver Aquarium,Aquarium,845 Avison Way,160,49.30068270565011,-123.13085496425629
Stanley Park - Vancouver Aquarium,49.299292,-123.130281,4c49fa7642b4d13aefbe8c7c,Variety Kids Water Park in Stanley Park,Water Park,715 Stanley Park Dr,191,49.297761,-123.13148
Stanley Park - Vancouver Aquarium,49.299292,-123.130281,4aa72e38f964a520274c20e3,Stanley Park Harbourfront Seawall,Landmarks and Outdoors,1999 Georgia St,234,49.29722,-123.130866
Stanley Park - Vancouver Aquarium,49.299292,-123.130281,4e08d5bc2271dfa46bb7a364,Stanley Park Pavilion,Event Service,610 Pipeline Rd Stanley Pk,258,49.299562,-123.133825
Stanley Park - Vancouver Aquarium,49.299292,-123.130281,4abfeecff964a520129320e3,Lumberman's Arch Stanley Park,Monument,,378,49.30268,-123.130765
Stanley Park - Vancouver Aquarium,49.299292,-123.130281,4cbfaa3db6c4224b8cbbf494,Stanley Park Ghost Train,Amusement Park,2099 Beach Ave,385,49.301769,-123.134014
Stanley Park - Vancouver Aquarium,49.299292,-123.130281,4ae7a296f964a520f1ac21e3,Stanley Park Miniature Train,Amusement Park,,385,49.301769,-123.134014
Stanley Park - Vancouver Aquarium,49.299292,-123.130281,4c3a22aaedba9521568cd625,Rose and Perennial Garden,Garden,,389,49.299016,-123.135644
Stanley Park - Vancouver Aquarium,49.299292,-123.130281,4d0eb6c55c816ea8b3bf7e20,Bright Nights,Arts and Entertainment,,385,49.301769,-123.134014
Stanley Park - Vancouver Aquarium,49.299292,-123.130281,4ab2ae89f964a520dd6b20e3,Brockton Oval,Rugby Pitch,,428,49.299098,-123.124373
Stanley Park - Second Beach North,49.29534,-123.150433,4c0b1f677e3fc928cdebf482,Second Beach,Beach,8501 Stanley Park Dr,39,49.295623,-123.150768
Stanley Park - Second Beach North,49.29534,-123.150433,4bf046d53a002d7fb4eb85a4,Second Beach Pool,Swimming Pool,8501 Stanley Park Dr,39,49.295495,-123.150919
Stanley Park - Second Beach North,49.29534,-123.150433,4c3e8adf83a3a593e053ee33,Outdoor Movies by Fresh Air Cinemas,Arts and Entertainment,,130,49.294718,-123.148906
Stanley Park - Second Beach North,49.29534,-123.150433,4cdc9e88fc973704e4d6d605,Stanley Park Tennis Courts,Tennis Court,,505,49.292068,-123.145596
Stanley Park - Second Beach North,49.29534,-123.150433,4ba69381f964a520ad5f39e3,Stanley Park English Bay Seawall,Hiking Trail,Beach Ave,637,49.290133,-123.146728
Stanley Park - Second Beach North,49.29534,-123.150433,4aa81a45f964a520564f20e3,Teahouse in Stanley Park,Diner,7501 Stanley Park Dr,813,49.301235,-123.157091
Stanley Park - Second Beach North,49.29534,-123.150433,4b93052cf964a520462f34e3,Ferguson Point,Scenic Lookout,Stanley Park Dr,831,49.301117,-123.15773
Stanley Park - Second Beach North,49.29534,-123.150433,4bf9d57e8f32ef3b12c504aa,Stanley Park,Urban Park,,1006,49.301704,-123.1417
Stanley Park - Second Beach North,49.29534,-123.150433,633e7215afaf194b79d6cbd5,Stanley Park Vancouver,Forest,,557,49.296571,-123.14298
Stanley Park - Second Beach North,49.29534,-123.150433,4e2489ccb0fbdf9ba7c86eb7,Rawling's Trail,Hiking Trail,,569,49.297572,-123.157506
Stanley Park - Second Beach South,49.294318,-123.148808,4c3e8adf83a3a593e053ee33,Outdoor Movies by Fresh Air Cinemas,Arts and Entertainment,,44,49.294718,-123.148906
Stanley Park - Second Beach South,49.294318,-123.148808,4bf046d53a002d7fb4eb85a4,Second Beach Pool,Swimming Pool,8501 Stanley Park Dr,201,49.295495,-123.150919
Stanley Park - Second Beach South,49.294318,-123.148808,4c0b1f677e3fc928cdebf482,Second Beach,Beach,8501 Stanley Park Dr,203,49.295623,-123.150768
Stanley Park - Second Beach South,49.294318,-123.148808,4cdc9e88fc973704e4d6d605,Stanley Park Tennis Courts,Tennis Court,,341,49.292068,-123.145596
Stanley Park - Second Beach South,49.294318,-123.148808,4ba69381f964a520ad5f39e3,Stanley Park English Bay Seawall,Hiking Trail,Beach Ave,488,49.290133,-123.146728
Stanley Park - Second Beach South,49.294318,-123.148808,4c773251f2473704719c65eb,Sylvia's Bar,Bar,1154 Gilford St,781,49.288559,-123.142618
Stanley Park - Second Beach South,49.294318,-123.148808,633e7215afaf194b79d6cbd5,Stanley Park Vancouver,Forest,,490,49.296571,-123.14298
Stanley Park - Second Beach South,49.294318,-123.148808,4c1823da834e2d7f0a812880,A-maze-ing Laughter,Sculpture Garden,1800 Morton Ave,914,49.287891,-123.142143
Stanley Park - Second Beach South,49.294318,-123.148808,4aa7455df964a5208e4c20e3,Kingyo Izakaya 金魚居酒屋,Sushi Restaurant,871 Denman St,951,49.290643,-123.136956
Stanley Park - Second Beach South,49.294318,-123.148808,4bcbdf5268f976b049e86183,English Bay Beach,Beach,Beach Ave,962,49.286311,-123.143487
Stanley Park - Totem Poles,49.298657,-123.121176,4b58e9ecf964a5208d7228e3,Totem Poles in Stanley Park,Museum,2582 Stanley Park Dr,56,49.29916,-123.121052
Stanley Park - Totem Poles,49.298657,-123.121176,4c6ae2646e10ef3b914a9f40,Hallelujah Point,Monument,1978 Stanley Park Dr,100,49.29827,-123.119921
Stanley Park - Totem Poles,49.298657,-123.121176,4ab2ae89f964a520dd6b20e3,Brockton Oval,Rugby Pitch,,236,49.299098,-123.124373
Stanley Park - Totem Poles,49.298657,-123.121176,4d61a6e25b276dcbc8f625c6,Legends of the Moon Gift Shop,Gift Store,1501 Stanley Park Dr,82,49.299376,-123.121476
Stanley Park - Totem Poles,49.298657,-123.121176,4be326b31dd22d7f1cdb95bd,Brockton Point,Scenic Lookout,Stanley Park Dr,380,49.30077,-123.117051
Stanley Park - Totem Poles,49.298657,-123.121176,4c39cb6eedba9521ea70d625,Nine O'Clock Gun,Monument,1981 Stanley Park Dr,277,49.298028,-123.117385
Stanley Park - Totem Poles,49.298657,-123.121176,4c39d0a0edba95214472d625,Girl in a Wetsuit,Monument,2600 Stanley Park Dr,576,49.302587,-123.126375
Stanley Park - Totem Poles,49.298657,-123.121176,4aa72e38f964a520274c20e3,Stanley Park Harbourfront Seawall,Landmarks and Outdoors,1999 Georgia St,720,49.29722,-123.130866
Stanley Park - Totem Poles,49.298657,-123.121176,4aaa6a90f964a520df5520e3,Vancouver Aquarium,Aquarium,845 Avison Way,736,49.30068270565011,-123.13085496425629
Stanley Park - Totem Poles,49.298657,-123.121176,4c49fa7642b4d13aefbe8c7c,Variety Kids Water Park in Stanley Park,Water Park,715 Stanley Park Dr,753,49.297761,-123.13148
Heather & 14th,49.259183,-123.120126,54c074fa498e4624306b462e,Corduroy Pie Co,Pizzeria,758 16th Ave W,264,49.256904,-123.121177
Heather & 14th,49.259183,-123.120126,52ae4f3c11d227ba4f4b055a,Indian Roti Kitchen,Indian Restaurant,2961 Cambie St,352,49.258983,-123.115272
Heather & 14th,49.259183,-123.120126,4dcc3412fa76873d1c7a08d1,Body Energy Club,Dining and Drinking,555 12th Ave W,318,49.26078,-123.116479
Heather & 14th,49.259183,-123.120126,5674aec9498e6800815c3598,Vij's,Indian Restaurant,3106 Cambie St,428,49.257484,-123.11482
Heather & 14th,49.259183,-123.120126,57e6d0a2498e8d223bc2af56,Passion8 Dessert Cafe,Café,3010 Cambie St,395,49.25837,-123.114814
Heather & 14th,49.259183,-123.120126,4f77e130e4b0b009eebc0f50,Yuk Yuk's Comedy Club,Arts and Entertainment,2837 Cambie St,362,49.259982,-123.115276
Heather & 14th,49.259183,-123.120126,4aa98676f964a520105420e3,Elysian Coffee Broadway,Coffee Shop,590 Broadway W,480,49.263077,-123.117243
Heather & 14th,49.259183,-123.120126,4f60fc8be4b0a9d090a1f850,Rogue Kitchen & Wetbar,Bar,602W Broadway W,473,49.263123,-123.117652
Heather & 14th,49.259183,-123.120126,4aa758e3f964a520be4c20e3,Banana Leaf,Malay Restaurant,820W Broadway W,477,49.263207,-123.122445
Heather & 14th,49.259183,-123.120126,4b7205ecf964a520ac6a2de3,A&W Restaurant,American Restaurant,555 12th Ave W,326,49.260739,-123.116314
8th & Ontario,49.263837,-123.105173,51b201d27dd249ae714ba728,33 Acres Brewing Co,Bar,15 8th Ave W,10,49.263877,-123.105307
8th & Ontario,49.263837,-123.105173,5bbad75ead910e002c9f46fa,33 Brewing Experiment,Brewery,25 8th Ave W,34,49.263903,-123.105634
8th & Ontario,49.263837,-123.105173,5478ca03498e3bbc45e6ce54,Elysian Coffee,Coffee Shop,2301 Ontario St,77,49.264531,-123.105038
8th & Ontario,49.263837,-123.105173,5a31538260d11b06bc47c475,Modus Coffee,Café,112 W Broadway,163,49.263182,-123.107195
8th & Ontario,49.263837,-123.105173,4be73b80910020a16435d514,Jonathan Rogers Park,Park,110 7th Ave W,211,49.264274,-123.108018
8th & Ontario,49.263837,-123.105173,4aec909ff964a520ccc821e3,Milano Coffee,Coffee Shop,156 8th Ave W,256,49.263724,-123.108701
8th & Ontario,49.263837,-123.105173,53c4959b498ebad0cc0cdfb4,The Federal Store,Café,2601 Quebec St,257,49.261909,-123.103193
8th & Ontario,49.263837,-123.105173,537e3ec8498ec730b9966b97,The Juice Truck,Juice Bar,28 5th Ave W,279,49.266348,-123.105436
8th & Ontario,49.263837,-123.105173,5b7882e95455b2002c6abf1c,Pure Bread,Bakery,5 5th Ave E,313,49.266631,-123.104568
8th & Ontario,49.263837,-123.105173,531142f211d2358d5388bb3c,Fox Cabaret,Movie Theater,2321 Main St,292,49.264298,-123.101206
1st & Chestnut,49.270721,-123.146175,4aabdb7ff964a520795a20e3,Les Amis du Fromage,Cheese Store,1752 2nd Ave W,173,49.269664,-123.144407
1st & Chestnut,49.270721,-123.146175,52b1fd9111d20f19b904fa63,Audi,Car Dealership,1788 2nd Ave W,155,49.269473,-123.145202
1st & Chestnut,49.270721,-123.146175,4aa950f2f964a5200d5320e3,Siegel's Bagels,Bagel Shop,1883 Cornwall Ave,235,49.272737,-123.147184
1st & Chestnut,49.270721,-123.146175,4f03a8d16c256258086c008a,Livingspace Interiors,Furniture and Home Store,1706 1st Ave W,200,49.270529,-123.143427
1st & Chestnut,49.270721,-123.146175,554d16bf498e79a568da04de,Ramen Danbo,Alternative Medicine Clinic,1833 4th Ave W,268,49.26831,-123.146319
1st & Chestnut,49.270721,-123.146175,51b54f20498efbbd1e3aa266,Tractor Everyday Healthy Foods,Café,1903 4th Ave W,313,49.268217,-123.148176
1st & Chestnut,49.270721,-123.146175,527febfe11d2a397c8945a9a,Rain or Shine Ice Cream,Ice Cream Parlor,1926 4th Ave W,364,49.267929,-123.1488
1st & Chestnut,49.270721,-123.146175,4f8214cde4b0c7b856b78366,Fable,Restaurant,1944 4th Ave W,374,49.267954,-123.149127
1st & Chestnut,49.270721,-123.146175,4aa967a7f964a5207e5320e3,Go Fish,Seafood Restaurant,1505 1 St Ave W,419,49.271466,-123.140506
1st & Chestnut,49.270721,-123.146175,4aa72bb4f964a520184c20e3,Cineplex Cinemas,Movie Theater,2110 Burrard St,417,49.267007,-123.145315
7th & Arbutus,49.265605,-123.152566,4aae4057f964a520be6120e3,Arbutus Coffee,Grocery Store,2200 Arbutus St,74,49.266276,-123.152632
7th & Arbutus,49.265605,-123.152566,4abff3e8f964a520329320e3,Indian Oven Restaurant Ltd,Indian Restaurant,2006 4th Ave W,294,49.267949,-123.150667
7th & Arbutus,49.265605,-123.152566,4aa99125f964a520505420e3,Lululemon Athletica,Clothing Store,2123 4th Ave W,300,49.268288,-123.153372
7th & Arbutus,49.265605,-123.152566,4aae8205f964a5204a6220e3,49th Parallel Coffee,Coffee Shop,2198 4th Ave W,315,49.268036,-123.15481
7th & Arbutus,49.265605,-123.152566,4fc7e405be772ef6457e7847,O5 Tea Co,Tea Room,2208 4th Ave W,347,49.268051,-123.155541
7th & Arbutus,49.265605,-123.152566,4f8214cde4b0c7b856b78366,Fable,Restaurant,1944 4th Ave W,361,49.267954,-123.149127
7th & Arbutus,49.265605,-123.152566,527febfe11d2a397c8945a9a,Rain or Shine Ice Cream,Ice Cream Parlor,1926 4th Ave W,375,49.267929,-123.1488
7th & Arbutus,49.265605,-123.152566,4ab01a02f964a520e66520e3,Connaught Park,Park,2690 Larch St,451,49.26226,-123.156099
7th & Arbutus,49.265605,-123.152566,51b54f20498efbbd1e3aa266,Tractor Everyday Healthy Foods,Café,1903 4th Ave W,430,49.268217,-123.148176
7th & Arbutus,49.265605,-123.152566,5780683c498e51523ab4851b,Raisu,Diner,2340 4th Ave W,500,49.268036,-123.158378
5th & Arbutus,49.267222,-123.153157,4aa99125f964a520505420e3,Lululemon Athletica,Clothing Store,2123 4th Ave W,117,49.268288,-123.153372
5th & Arbutus,49.267222,-123.153157,4aae4057f964a520be6120e3,Arbutus Coffee,Grocery Store,2200 Arbutus St,111,49.266276,-123.152632
5th & Arbutus,49.267222,-123.153157,4aae8205f964a5204a6220e3,49th Parallel Coffee,Coffee Shop,2198 4th Ave W,150,49.268036,-123.15481
5th & Arbutus,49.267222,-123.153157,4fc7e405be772ef6457e7847,O5 Tea Co,Tea Room,2208 4th Ave W,195,49.268051,-123.155541
5th & Arbutus,49.267222,-123.153157,4abff3e8f964a520329320e3,Indian Oven Restaurant Ltd,Indian Restaurant,2006 4th Ave W,197,49.267949,-123.150667
5th & Arbutus,49.267222,-123.153157,4f8214cde4b0c7b856b78366,Fable,Restaurant,1944 4th Ave W,303,49.267954,-123.149127
5th & Arbutus,49.267222,-123.153157,527febfe11d2a397c8945a9a,Rain or Shine Ice Cream,Ice Cream Parlor,1926 4th Ave W,325,49.267929,-123.1488
5th & Arbutus,49.267222,-123.153157,4af50b4af964a52022f821e3,Whole Foods,Retail,2285 4th Ave W,314,49.268478,-123.157038
5th & Arbutus,49.267222,-123.153157,5780683c498e51523ab4851b,Raisu,Diner,2340 4th Ave W,389,49.268036,-123.158378
5th & Arbutus,49.267222,-123.153157,51b54f20498efbbd1e3aa266,Tractor Everyday Healthy Foods,Café,1903 4th Ave W,377,49.268217,-123.148176
10th & Oak,49.262255,-123.126217,52b17ab1498eeab2c01ede0e,Gyu-Kaku BBQ,BBQ Joint,950 Broadway W,110,49.263202,-123.125769
10th & Oak,49.262255,-123.126217,4b81b5cef964a52030b930e3,Salmon n' Bannock,Restaurant,1128 Broadway W,279,49.263305,-123.129752
10th & Oak,49.262255,-123.126217,4aa758e3f964a520be4c20e3,Banana Leaf,Malay Restaurant,820W Broadway W,293,49.263207,-123.122445
10th & Oak,49.262255,-123.126217,4b342ac8f964a520b92525e3,Dynasty Seafood Restaurant 皇朝海鮮酒家,Chinese Restaurant,777 Broadway W,381,49.263675,-123.12143
10th & Oak,49.262255,-123.126217,4aada430f964a5201f6120e3,Charleson Park,Park,999 Charleson St,522,49.266831,-123.124538
10th & Oak,49.262255,-123.126217,4c167a216470a59374e356d2,Wild Birds Unlimited Inc,Hobby Store,1302 Broadway W,575,49.263357,-123.133974
10th & Oak,49.262255,-123.126217,4aa98676f964a520105420e3,Elysian Coffee Broadway,Coffee Shop,590 Broadway W,657,49.263077,-123.117243
10th & Oak,49.262255,-123.126217,54c074fa498e4624306b462e,Corduroy Pie Co,Pizzeria,758 16th Ave W,697,49.256904,-123.121177
10th & Oak,49.262255,-123.126217,4c75baefdb52b1f7c5b979dc,Caffe Cittadella,Coffee Shop,2310 Ash St,724,49.26473,-123.116978
10th & Oak,49.262255,-123.126217,4aa843e0f964a5207f5020e3,Cactus Club Cafe Broadway + Ash,American Restaurant,575 West Broadway,666,49.263396,-123.117189
