station_name,latitude,longitude,business_name,review_count,rating,categories,price,phone,distance,address,source
Robson & Hornby,49.282758,-123.122092,Boulevard,300.0,4.0,"Seafood, Lounges",$$$,16046422900.0,130.0586609,845 Burrard Street,Yelp
Robson & Hornby,49.282758,-123.122092,Le Crocodile Restaurant,451.0,4.3,French,$$$$,16046694298.0,227.1231016,909 Burrard Street,Yelp
Robson & Hornby,49.282758,-123.122092,JOEY Burrard,593.0,4.1,"Canadian (New), Lounges, Steakhouses",$$,16046835639.0,78.08834973,820 Burrard St,Yelp
Robson & Hornby,49.282758,-123.122092,Tendon Kohaku,156.0,4.3,Japanese,$$,16044163936.0,188.7983654,840 Howe Street,Yelp
Robson & Hornby,49.282758,-123.122092,Joe Fortes Seafood & Chop House,1305.0,4.0,"Seafood, Steakhouses",$$$,16046691940.0,310.53906,777 Thurlow Street,Yelp
Robson & Hornby,49.282758,-123.122092,Thierry,985.0,4.0,"Patisserie/Cake Shop, Cafes, Chocolatiers & Shops",$$,16046086870.0,233.9569069,1059 Alberni Street,Yelp
Robson & Hornby,49.282758,-123.122092,Bacchus Restaurant & Lounge,203.0,4.1,"Lounges, Venues & Event Spaces, Breakfast & Brunch",$$$,16046085319.0,66.34088555,845 Hornby Street,Yelp
Robson & Hornby,49.282758,-123.122092,Black & Blue,748.0,3.5,"Steakhouses, Desserts, Cocktail Bars",$$$$,16046370777.0,208.0201728,1032 Alberni Street,Yelp
Robson & Hornby,49.282758,-123.122092,Guu Original Thurlow,802.0,4.1,"Japanese, Tapas Bars",$$,16046858817.0,286.3418228,838 Thurlow Street,Yelp
Robson & Hornby,49.282758,-123.122092,Coast Restaurant,636.0,3.6,Seafood,$$$,16046855010.0,225.6955243,1054 Alberni Street,Yelp
Robson & Hornby,49.282758,-123.122092,Hy's Steakhouse & Cocktail Bar,356.0,4.0,"Steakhouses, Cocktail Bars, Seafood",$$$$,16046837671.0,290.682553,637 Hornby Street,Yelp
Robson & Hornby,49.282758,-123.122092,1931 Gallery Bistro,53.0,3.8,"Breakfast & Brunch, Bistros",,16046624831.0,96.49776723,750 Hornby Street,Yelp
Robson & Hornby,49.282758,-123.122092,Italian Kitchen,681.0,3.7,Italian,$$$,16046872858.0,112.192397,860 Burrard St,Yelp
Robson & Hornby,49.282758,-123.122092,Sushi Jin,144.0,4.6,"Japanese, Sushi Bars",$$$,16045598834.0,374.9506715,750 Nelson Street,Yelp
Robson & Hornby,49.282758,-123.122092,Miku,2315.0,4.4,"Japanese, Sushi Bars",$$$,16045683900.0,802.3057242,200 Granville Street,Yelp
Robson & Hornby,49.282758,-123.122092,Shizen Ya,591.0,4.2,"Japanese, Sushi Bars, Bars",$$,16045680013.0,277.9148991,965 Hornby Street,Yelp
Robson & Hornby,49.282758,-123.122092,Hello Nori ,248.0,4.5,"Japanese, Sushi Bars, Coffee & Tea",$$,16045649595.0,429.9900705,1165 Robson Street,Yelp
Robson & Hornby,49.282758,-123.122092,Blue Water Cafe,1108.0,4.4,Seafood,$$$$,16046888078.0,730.405845,1095 Hamilton St,Yelp
Robson & Hornby,49.282758,-123.122092,Pacifico Pizzeria & Ristorante,275.0,3.5,"Pizza, Italian",$$,16044080808.0,173.9435219,970 Smithe Street,Yelp
Hornby & Pender,49.28602,-123.116624,Miku,2315.0,4.4,"Japanese, Sushi Bars",$$$,16045683900.0,277.6718362,200 Granville Street,Yelp
Hornby & Pender,49.28602,-123.116624,Botanist,412.0,4.3,"Canadian (New), Diners, Breakfast & Brunch",$$$,16046955500.0,227.033317,1038 Canada Place,Yelp
Hornby & Pender,49.28602,-123.116624,Nightingale,523.0,4.1,"Live/Raw Food, Canadian (New), Pizza",$$$,16046959500.0,175.6273487,1017 West Hastings Street,Yelp
Hornby & Pender,49.28602,-123.116624,Hydra Estiatorio,163.0,3.8,"Mediterranean, Greek",$$$,16044160880.0,50.51884055,825 W Pender Street,Yelp
Hornby & Pender,49.28602,-123.116624,Riley's Fish & Steak,87.0,4.1,"Seafood, Diners, Steakhouses",,16046298800.0,211.1977857,200 Burrard Street,Yelp
Hornby & Pender,49.28602,-123.116624,Cactus Club Cafe,505.0,4.1,"Canadian (New), Cocktail Bars",$$,16046820933.0,167.7042505,588 Burrard Street,Yelp
Hornby & Pender,49.28602,-123.116624,Alouette Bistro,91.0,4.3,"French, Seafood, Cocktail Bars",,16046898862.0,142.442238,567 Hornby Street,Yelp
Hornby & Pender,49.28602,-123.116624,Hy's Steakhouse & Cocktail Bar,356.0,4.0,"Steakhouses, Cocktail Bars, Seafood",$$$$,16046837671.0,248.2681877,637 Hornby Street,Yelp
Hornby & Pender,49.28602,-123.116624,Moose's Down Under,152.0,4.0,"Pubs, Australian, Comfort Food",$$,16046833300.0,47.20756534,830 Pender Street W,Yelp
Hornby & Pender,49.28602,-123.116624,ARC Restaurant,186.0,4.0,"Canadian (New), Cocktail Bars",$$$,16046911818.0,252.7970496,900 Canada Place Way,Yelp
Hornby & Pender,49.28602,-123.116624,Hawksworth Restaurant,672.0,4.1,Canadian (New),$$$,16046737000.0,345.2162075,801 W Georgia Street,Yelp
Hornby & Pender,49.28602,-123.116624,Kokoro Tokyo Mazesoba,479.0,4.1,Japanese,$$,16045598872.0,310.8648326,551 Seymour Street,Yelp
Hornby & Pender,49.28602,-123.116624,Five Sails Restaurant,199.0,4.4,French,$$$$,16048442855.0,329.2666388,401-999 Canada Place,Yelp
Hornby & Pender,49.28602,-123.116624,Cactus Club Cafe,902.0,4.2,"Canadian (New), Cocktail Bars",$$,16046207410.0,403.5337759,1085 Canada Place,Yelp
Hornby & Pender,49.28602,-123.116624,Joe Fortes Seafood & Chop House,1305.0,4.0,"Seafood, Steakhouses",$$$,16046691940.0,602.410149,777 Thurlow Street,Yelp
Hornby & Pender,49.28602,-123.116624,The Lobby Lounge and RawBar,121.0,3.9,"Lounges, Sushi Bars, Piano Bars",$$$,16046955557.0,227.033317,1038 Canada Place,Yelp
Hornby & Pender,49.28602,-123.116624,Zaatar W Zeit,72.0,4.2,Lebanese,$$,16043369348.0,184.114499,531 Granville Street,Yelp
Hornby & Pender,49.28602,-123.116624,Gotham Steakhouse & Bar,436.0,4.1,"Steakhouses, Cocktail Bars, Seafood",$$$$,16046058282.0,350.6620142,615 Seymour Street,Yelp
Hornby & Pender,49.28602,-123.116624,The Keg Steakhouse + Bar - Dunsmuir,193.0,3.8,"Seafood, Steakhouses, Bars",$$$,16046857502.0,285.8275727,688 Dunsmuir Street,Yelp
Hornby & Pender,49.28602,-123.116624,JOEY Bentall One,240.0,3.7,"Canadian (New), Lounges, Steakhouses",$$,16049155639.0,136.9489267,507 Burrard Street,Yelp
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Fanny Bay Oyster Bar & Shellfish Market,856.0,4.4,"Seafood, Seafood Markets",$$$,17783799510.0,200.0804601,762 Cambie St,Yelp
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Lupo,459.0,4.3,Italian,$$$,16045692535.0,188.4838913,869 Hamilton Street,Yelp
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Medina Cafe,2646.0,4.2,"Breakfast & Brunch, Middle Eastern, Wine Bars",$$,16048793114.0,96.81249412,780 Richards Street,Yelp
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Jinya Ramen Bar - Vancouver,460.0,3.9,Ramen,$$,16046999377.0,139.558287,541 Robson Street,Yelp
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Tutto,62.0,4.3,"Italian, Bars",$$$,16046338868.0,240.0907283,901 Homer St,Yelp
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Blue Water Cafe,1108.0,4.4,Seafood,$$$$,16046888078.0,527.6236913,1095 Hamilton St,Yelp
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Glowbal,546.0,3.2,"Canadian (New), Venues & Event Spaces, Cocktail Bars",$$$,16046020835.0,211.7920623,590 West Georgia Street,Yelp
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Browns Socialhouse QE Theatre,59.0,4.3,"Burgers, Gastropubs",$$,16046205545.0,223.8141205,675 Cambie St,Yelp
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Miku,2315.0,4.4,"Japanese, Sushi Bars",$$$,16045683900.0,830.8377977,200 Granville Street,Yelp
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Chambar,1556.0,4.2,Belgian,$$,16048797119.0,461.0871922,568 Beatty Street,Yelp
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Maruhachi Ra-Men,264.0,4.1,Ramen,$$,,137.3574886,270 Robson Street,Yelp
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Per Se Social Corner,256.0,3.6,"Pizza, Cafes, Italian",$$,16044286111.0,206.5672941,891 Homer Street,Yelp
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Homer St. Cafe and Bar,367.0,3.7,Canadian (New),$$,16044284299.0,199.4426136,898 Homer Street,Yelp
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Japadog,898.0,3.9,"Japanese, Hot Dogs, Desserts",$$,16045691158.0,162.1713842,530 Robson Street,Yelp
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Gotham Steakhouse & Bar,436.0,4.1,"Steakhouses, Cocktail Bars, Seafood",$$$$,16046058282.0,352.8930866,615 Seymour Street,Yelp
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,The Flying Pig,1339.0,4.0,"Canadian (New), Seafood",$$,16045681344.0,670.3608928,1168 Hamilton Street,Yelp
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Straight Outta Brooklyn NYC Pizzeria,242.0,4.2,"Pizza, Italian",$,16045593500.0,76.01286579,350 Robson Street,Yelp
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Hawksworth Restaurant,672.0,4.1,Canadian (New),$$$,16046737000.0,458.5841094,801 W Georgia Street,Yelp
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Robba da Matti,516.0,4.2,"Italian, Tapas Bars",$$,16045581174.0,594.0321055,1127 Mainland Street,Yelp
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Le Petit Belge,376.0,4.3,"Bakeries, Breakfast & Brunch, Belgian",$$,17787913444.0,86.03675135,340 Robson Street,Yelp
Beatty & Nelson,49.275679,-123.116963,Lupo,459.0,4.3,Italian,$$$,16045692535.0,280.717524,869 Hamilton Street,Yelp
Beatty & Nelson,49.275679,-123.116963,Robba da Matti,516.0,4.2,"Italian, Tapas Bars",$$,16045581174.0,287.8572961,1127 Mainland Street,Yelp
Beatty & Nelson,49.275679,-123.116963,Blue Water Cafe,1108.0,4.4,Seafood,$$$$,16046888078.0,308.1467438,1095 Hamilton St,Yelp
Beatty & Nelson,49.275679,-123.116963,The Flying Pig,1339.0,4.0,"Canadian (New), Seafood",$$,16045681344.0,375.0080532,1168 Hamilton Street,Yelp
Beatty & Nelson,49.275679,-123.116963,Moltaqa Moroccan Restaurant,155.0,4.2,"Mediterranean, Moroccan",$$,16048411182.0,173.7039732,1002 Mainland,Yelp
Beatty & Nelson,49.275679,-123.116963,Minami,784.0,4.2,"Japanese, Sushi Bars",$$$,16046858080.0,283.1083993,1118 Mainland Street,Yelp
Beatty & Nelson,49.275679,-123.116963,The Parlour,470.0,3.9,"Pizza, Lounges, Tapas/Small Plates",$$,16045683322.0,269.0441204,1011 Hamilton Street,Yelp
Beatty & Nelson,49.275679,-123.116963,The Greek By Anatoli,264.0,3.8,Greek,$$,16049790700.0,219.8812502,1043 Mainland Street,Yelp
Beatty & Nelson,49.275679,-123.116963,Fanny Bay Oyster Bar & Shellfish Market,856.0,4.4,"Seafood, Seafood Markets",$$$,17783799510.0,386.0374726,762 Cambie St,Yelp
Beatty & Nelson,49.275679,-123.116963,WestOak,265.0,3.5,"Seafood, Lounges, Steakhouses",$$$,16046298808.0,204.4985614,1035 Mainland Street,Yelp
Beatty & Nelson,49.275679,-123.116963,Tutto,62.0,4.3,"Italian, Bars",$$$,16046338868.0,340.6371449,901 Homer St,Yelp
Beatty & Nelson,49.275679,-123.116963,OEB Breakfast Co. - Yaletown,863.0,4.3,Breakfast & Brunch,$$,16044233447.0,298.2680128,1137 Marinaside Crescent,Yelp
Beatty & Nelson,49.275679,-123.116963,La Terrazza,141.0,3.5,Italian,$$$,16048994449.0,144.9477761,1088 Cambie Street,Yelp
Beatty & Nelson,49.275679,-123.116963,Elisa,220.0,4.2,Steakhouses,$$$$,16043625443.0,325.2624058,1109 Hamilton Street,Yelp
Beatty & Nelson,49.275679,-123.116963,The Keg Steakhouse + Bar- Yaletown,295.0,3.7,"Steakhouses, Bars, Seafood",$$$,16046332534.0,209.6365677,1011 Mainland St,Yelp
Beatty & Nelson,49.275679,-123.116963,Rodney's Oyster House,851.0,4.0,Seafood,$$,16046090080.0,476.3903367,1228 Hamilton Street,Yelp
Beatty & Nelson,49.275679,-123.116963,Cioppino's Mediterranean Grill,206.0,4.2,"Mediterranean, Italian",$$$$,16046887466.0,350.9035153,1133 Hamilton Street,Yelp
Beatty & Nelson,49.275679,-123.116963,Banter Room,128.0,3.4,"Canadian (New), Bars, Breakfast & Brunch",$$,16045651039.0,219.9837316,1039 Mainland St,Yelp
Beatty & Nelson,49.275679,-123.116963,Tacofino,165.0,3.8,Mexican,$$,17783798226.0,209.8000834,1025 Mainland Street,Yelp
Beatty & Nelson,49.275679,-123.116963,Honey Salt,287.0,3.5,"Canadian (New), Breakfast & Brunch, Lounges",$$,17783708200.0,300.4659864,39 Smithe Street,Yelp
Abbott & Cordova,49.282759,-123.106955,PiDGiN,329.0,4.0,"Japanese, Korean, French",$$$,16046209400.0,221.8931551,350 Carrall Street,Yelp
Abbott & Cordova,49.282759,-123.106955,L'Abattoir,591.0,4.2,"French, Canadian (New), Breakfast & Brunch",$$$,16045681701.0,187.8191372,217 Carrall Street,Yelp
Abbott & Cordova,49.282759,-123.106955,Di Beppe,154.0,4.1,Italian,$$,16045591122.0,183.038489,8 W Cordova Street,Yelp
Abbott & Cordova,49.282759,-123.106955,La Casita,289.0,3.1,Mexican,$$,16046462444.0,39.11969358,101 W Cordova Street,Yelp
Abbott & Cordova,49.282759,-123.106955,Twisted Fork,1121.0,4.1,"French, Breakfast & Brunch",$$,16045680749.0,188.378637,213 Carral Street,Yelp
Abbott & Cordova,49.282759,-123.106955,Chambar,1556.0,4.2,Belgian,$$,16048797119.0,361.7225149,568 Beatty Street,Yelp
Abbott & Cordova,49.282759,-123.106955,MeeT,517.0,4.1,"Comfort Food, Burgers, Breakfast & Brunch",$$,16046961111.0,170.2806199,12 Water Street,Yelp
Abbott & Cordova,49.282759,-123.106955,Six Acres,292.0,4.0,"Pubs, Canadian (New)",$$,16044880110.0,193.298366,203 Carrall Street,Yelp
Abbott & Cordova,49.282759,-123.106955,Miku,2315.0,4.4,"Japanese, Sushi Bars",$$$,16045683900.0,639.3065238,200 Granville Street,Yelp
Abbott & Cordova,49.282759,-123.106955,Caveman Cafe,279.0,4.4,"Organic Stores, Salad, Cafes",$$,16043310668.0,217.6494754,88 W Pender Street,Yelp
Abbott & Cordova,49.282759,-123.106955,Gringo,290.0,4.3,"Mexican, Bars, Tex-Mex",$,16046730513.0,125.4376876,27 Blood Alley Square,Yelp
Abbott & Cordova,49.282759,-123.106955,Pourhouse Restaurant,566.0,4.0,"Cocktail Bars, Comfort Food, Burgers",$$,16045687022.0,184.6900281,162 Water Street,Yelp
Abbott & Cordova,49.282759,-123.106955,LOCAL Public Eatery Gastown,154.0,4.2,Gastropubs,$$,17787374277.0,239.3057628,3 Alexander Street,Yelp
Abbott & Cordova,49.282759,-123.106955,Kozak Ukrainian Restaurant,62.0,4.5,Ukrainian,$$,17789559135.0,167.1615766,1 West Cordova Street,Yelp
Abbott & Cordova,49.282759,-123.106955,Nuba in Gastown,763.0,4.1,"Mediterranean, Lebanese",$$$,16046881655.0,195.2002577,207 W Hastings Street,Yelp
Abbott & Cordova,49.282759,-123.106955,Water Street Cafe,327.0,3.5,"Italian, Seafood, Cocktail Bars",$$,16046892832.0,217.3876765,300 Water Street,Yelp
Abbott & Cordova,49.282759,-123.106955,Tokyo In April,77.0,4.3,Japanese,$$,16044232779.0,260.4596158,526 Abbott St,Yelp
Abbott & Cordova,49.282759,-123.106955,Black Frog Eatery,217.0,3.8,"Pubs, American",$$,16046020527.0,239.9950727,108 Cambie Street,Yelp
Abbott & Cordova,49.282759,-123.106955,Jam Cafe on Beatty,1446.0,4.4,Breakfast & Brunch,$$,17783791992.0,340.5591073,556 Beatty Street,Yelp
Abbott & Cordova,49.282759,-123.106955,Calabash Bistro,286.0,4.1,Caribbean,$$,16045685882.0,277.8191711,428 Carrall Street,Yelp
Comox & Denman,49.288444,-123.139203,Kingyo,1162.0,4.4,"Japanese, Tapas/Small Plates",$$,16046081677.0,299.175361,871 Denman Street,Yelp
Comox & Denman,49.288444,-123.139203,España Restaurant,256.0,4.2,Spanish,$$,16045584040.0,97.72491106,1118 Denman Street,Yelp
Comox & Denman,49.288444,-123.139203,Guu with Garlic,1071.0,4.3,"Japanese, Tapas/Small Plates",$$,16046858678.0,423.3960911,1698 Robson Street,Yelp
Comox & Denman,49.288444,-123.139203,Noah's Cafe,37.0,4.7,"Japanese, Tapas Bars, Cocktail Bars",,16043366571.0,62.66450587,1096 Denman Street,Yelp
Comox & Denman,49.288444,-123.139203,Peaked Pies,207.0,4.4,"Australian, Bakeries, Fast Food",$$,17783795612.0,150.4482535,975 Denman Street,Yelp
Comox & Denman,49.288444,-123.139203,Legendary Noodle House,236.0,3.8,"Chinese, Noodles",$$,16046698551.0,41.80475347,1074 Denman Street,Yelp
Comox & Denman,49.288444,-123.139203,Zakkushi on Denman,259.0,4.2,"Japanese, Tapas/Small Plates, Barbeque",$$$,16046851136.0,374.3175412,823 Denman Street,Yelp
Comox & Denman,49.288444,-123.139203,Papi's Seafood and Oyster Bar,60.0,3.7,Seafood,,16046857337.0,171.734013,1193 Denman Street,Yelp
Comox & Denman,49.288444,-123.139203,Saku,431.0,4.4,Japanese,$$,17783795872.0,507.3095878,1588 Robson Street,Yelp
Comox & Denman,49.288444,-123.139203,Tavola,370.0,4.5,Italian,$$$,16046064680.0,463.5443594,1829 Robson Street,Yelp
Comox & Denman,49.288444,-123.139203,Cactus Club Cafe,349.0,3.7,"Canadian (New), Cocktail Bars",$$,16046812582.0,308.3154078,1790 Beach Avenue,Yelp
Comox & Denman,49.288444,-123.139203,Maruhachi Ra-men,777.0,4.4,"Ramen, Noodles",$$,,482.9743288,780 Bidwell Street,Yelp
Comox & Denman,49.288444,-123.139203,Hokkaido Ramen Santouka,998.0,4.2,"Ramen, Noodles",$$,16046818121.0,438.8980781,1690 Robson Street,Yelp
Comox & Denman,49.288444,-123.139203,Beeryani Indian Bistro & Bar,37.0,4.5,Indian,,16046099999.0,197.2945917,1184 Denman Street,Yelp
Comox & Denman,49.288444,-123.139203,Vonns,51.0,4.5,Burgers,,16046698988.0,197.2945917,1184 Denman Street,Yelp
Comox & Denman,49.288444,-123.139203,The Park Pub,70.0,3.6,Gastropubs,$$,16046821831.0,215.1373734,1755 Davie Street,Yelp
Comox & Denman,49.288444,-123.139203,Damso Modern Korean Cuisine,212.0,3.9,"Korean, Asian Fusion, Breakfast & Brunch",$$,16046320022.0,292.5703357,867 Denman Street,Yelp
Comox & Denman,49.288444,-123.139203,Sura Korean Cuisine,447.0,4.1,Korean,$$,16046877872.0,543.0843445,1518 Robson Street,Yelp
Comox & Denman,49.288444,-123.139203,Forage,725.0,4.1,"Canadian (New), Breakfast & Brunch",$$,16046611400.0,752.6904238,1300 Robson Street,Yelp
Comox & Denman,49.288444,-123.139203,Dinesty Dumpling House,982.0,3.9,"Chinese, Bubble Tea, Dumplings",$$,16046697769.0,437.5441693,1719 Robson Street,Yelp
Cordova & Bute,49.289124,-123.12196,Cactus Club Cafe,902.0,4.2,"Canadian (New), Cocktail Bars",$$,16046207410.0,282.7931789,1085 Canada Place,Yelp
Cordova & Bute,49.289124,-123.12196,Tableau Bar Bistro,294.0,4.0,"Bars, Bistros",$$,16046398692.0,215.561998,1181 Melville Street,Yelp
Cordova & Bute,49.289124,-123.12196,Showcase Restaurant & Bar,138.0,4.0,"Seafood, Bars",$$,16046394040.0,190.4209953,1122 West Hastings Street,Yelp
Cordova & Bute,49.289124,-123.12196,Mott 32,220.0,3.9,Chinese,$$$$,16049798886.0,312.6418143,1161 West Georgia Street,Yelp
Cordova & Bute,49.289124,-123.12196,Miku,2315.0,4.4,"Japanese, Sushi Bars",$$$,16045683900.0,691.4912404,200 Granville Street,Yelp
Cordova & Bute,49.289124,-123.12196,JOS,50.0,4.2,"Pizza, Italian",$$,16048911555.0,6.605632255,1190 W Cordova St,Yelp
Cordova & Bute,49.289124,-123.12196,Botanist,412.0,4.3,"Canadian (New), Diners, Breakfast & Brunch",$$$,16046955500.0,421.1372087,1038 Canada Place,Yelp
Cordova & Bute,49.289124,-123.12196,Joe Fortes Seafood & Chop House,1305.0,4.0,"Seafood, Steakhouses",$$$,16046691940.0,507.6571075,777 Thurlow Street,Yelp
Cordova & Bute,49.289124,-123.12196,Forage,725.0,4.1,"Canadian (New), Breakfast & Brunch",$$,16046611400.0,564.5563537,1300 Robson Street,Yelp
Cordova & Bute,49.289124,-123.12196,Nightingale,523.0,4.1,"Live/Raw Food, Canadian (New), Pizza",$$$,16046959500.0,358.5887114,1017 West Hastings Street,Yelp
Cordova & Bute,49.289124,-123.12196,Guu with Garlic,1071.0,4.3,"Japanese, Tapas/Small Plates",$$,16046858678.0,881.2362321,1698 Robson Street,Yelp
Cordova & Bute,49.289124,-123.12196,Cardero's Restaurant & Marine Pub,680.0,3.9,"Seafood, Cajun/Creole, Canadian (New)",$$$,16046697666.0,482.8336674,1583 Coal Harbour Quay,Yelp
Cordova & Bute,49.289124,-123.12196,Hello Nori ,248.0,4.5,"Japanese, Sushi Bars, Coffee & Tea",$$,16045649595.0,494.6102362,1165 Robson Street,Yelp
Cordova & Bute,49.289124,-123.12196,Tap & Barrel - Convention Centre,343.0,3.8,Comfort Food,$$,16042359827.0,378.6769469,1055 Canada Place,Yelp
Cordova & Bute,49.289124,-123.12196,The Keg Steakhouse + Bar,203.0,4.0,"Steakhouses, Bars, Seafood",$$$,16046854388.0,389.2339249,1121 Alberni Street,Yelp
Cordova & Bute,49.289124,-123.12196,Indian Delicacy,117.0,4.5,Indian,$$,16045692122.0,184.1381272,1130 West pender st,Yelp
Cordova & Bute,49.289124,-123.12196,Hy's Steakhouse & Cocktail Bar,356.0,4.0,"Steakhouses, Cocktail Bars, Seafood",$$$$,16046837671.0,532.8048391,637 Hornby Street,Yelp
Cordova & Bute,49.289124,-123.12196,Heritage Asian Eatery,198.0,3.6,"Breakfast & Brunch, Asian Fusion, Chinese",$$,17787371108.0,186.5061609,1108 W Pender Street,Yelp
Cordova & Bute,49.289124,-123.12196,Zefferelli's,521.0,4.2,"Italian, Bars",$$,16046870655.0,543.7332054,1136 Robson Street,Yelp
Cordova & Bute,49.289124,-123.12196,CinCin Ristorante + Bar,434.0,4.1,"Italian, Bars",$$$,16046887338.0,522.3053705,1154 Robson Street,Yelp
Hornby & Nelson,49.28062,-123.12482,Sushi Jin,144.0,4.6,"Japanese, Sushi Bars",$$$,16045598834.0,136.6618806,750 Nelson Street,Yelp
Hornby & Nelson,49.28062,-123.12482,Le Crocodile Restaurant,451.0,4.3,French,$$$$,16046694298.0,215.2375041,909 Burrard Street,Yelp
Hornby & Nelson,49.28062,-123.12482,Shizen Ya,591.0,4.2,"Japanese, Sushi Bars, Bars",$$,16045680013.0,32.53812847,965 Hornby Street,Yelp
Hornby & Nelson,49.28062,-123.12482,Tendon Kohaku,156.0,4.3,Japanese,$$,16044163936.0,225.1433016,840 Howe Street,Yelp
Hornby & Nelson,49.28062,-123.12482,Gyu-Kaku Japanese BBQ,401.0,4.0,"Japanese, Barbeque, Asian Fusion",$$,16045583885.0,69.01571612,G3-888 Nelson Street,Yelp
Hornby & Nelson,49.28062,-123.12482,Boulevard,300.0,4.0,"Seafood, Lounges",$$$,16046422900.0,242.9871,845 Burrard Street,Yelp
Hornby & Nelson,49.28062,-123.12482,Burgoo Bistro,183.0,4.2,"Comfort Food, Bistros",$$,16044161444.0,222.8828644,1100 Burrard Street,Yelp
Hornby & Nelson,49.28062,-123.12482,The Mexican Antojitos Y Cantina,414.0,4.3,Mexican,$$,16045690955.0,211.8463916,1049 Granville Street,Yelp
Hornby & Nelson,49.28062,-123.12482,JOEY Burrard,593.0,4.1,"Canadian (New), Lounges, Steakhouses",$$,16046835639.0,268.9322868,820 Burrard St,Yelp
Hornby & Nelson,49.28062,-123.12482,Haraheri,274.0,3.6,"Japanese, Tapas Bars",$$$,16048990855.0,70.14210159,888 Nelson St,Yelp
Hornby & Nelson,49.28062,-123.12482,Blue Water Cafe,1108.0,4.4,Seafood,$$$$,16046888078.0,557.7855926,1095 Hamilton St,Yelp
Hornby & Nelson,49.28062,-123.12482,Bacchus Restaurant & Lounge,203.0,4.1,"Lounges, Venues & Event Spaces, Breakfast & Brunch",$$$,16046085319.0,243.9457219,845 Hornby Street,Yelp
Hornby & Nelson,49.28062,-123.12482,Fat Mao Noodles,72.0,4.4,"Noodles, Thai",,,168.8490507,983 Helmcken Street,Yelp
Hornby & Nelson,49.28062,-123.12482,Italian Kitchen,681.0,3.7,Italian,$$$,16046872858.0,233.7330842,860 Burrard St,Yelp
Hornby & Nelson,49.28062,-123.12482,Guu Original Thurlow,802.0,4.1,"Japanese, Tapas Bars",$$,16046858817.0,377.3864799,838 Thurlow Street,Yelp
Hornby & Nelson,49.28062,-123.12482,Joe Fortes Seafood & Chop House,1305.0,4.0,"Seafood, Steakhouses",$$$,16046691940.0,480.4460575,777 Thurlow Street,Yelp
Hornby & Nelson,49.28062,-123.12482,Miku,2315.0,4.4,"Japanese, Sushi Bars",$$$,16045683900.0,1103.921081,200 Granville Street,Yelp
Hornby & Nelson,49.28062,-123.12482,Pacifico Pizzeria & Ristorante,275.0,3.5,"Pizza, Italian",$$,16044080808.0,144.1876942,970 Smithe Street,Yelp
Hornby & Nelson,49.28062,-123.12482,Earls Kitchen + Bar,291.0,3.6,"Canadian (New), Cocktail Bars",$$,16046826700.0,130.8152027,905 Hornby Street,Yelp
Hornby & Nelson,49.28062,-123.12482,The Flying Pig,1339.0,4.0,"Canadian (New), Seafood",$$,16045681344.0,652.5620076,1168 Hamilton Street,Yelp
Helmcken & Burrard,49.279938,-123.127478,Sushi Jin,144.0,4.6,"Japanese, Sushi Bars",$$$,16045598834.0,268.5074479,750 Nelson Street,Yelp
Helmcken & Burrard,49.279938,-123.127478,Gyu-Kaku Japanese BBQ,401.0,4.0,"Japanese, Barbeque, Asian Fusion",$$,16045583885.0,163.5893677,G3-888 Nelson Street,Yelp
Helmcken & Burrard,49.279938,-123.127478,Burgoo Bistro,183.0,4.2,"Comfort Food, Bistros",$$,16044161444.0,16.40575731,1100 Burrard Street,Yelp
Helmcken & Burrard,49.279938,-123.127478,Fat Mao Noodles,72.0,4.4,"Noodles, Thai",,,50.88595074,983 Helmcken Street,Yelp
Helmcken & Burrard,49.279938,-123.127478,Shizen Ya,591.0,4.2,"Japanese, Sushi Bars, Bars",$$,16045680013.0,231.991206,965 Hornby Street,Yelp
Helmcken & Burrard,49.279938,-123.127478,The Mexican Antojitos Y Cantina,414.0,4.3,Mexican,$$,16045690955.0,280.9155162,1049 Granville Street,Yelp
Helmcken & Burrard,49.279938,-123.127478,Haraheri,274.0,3.6,"Japanese, Tapas Bars",$$$,16048990855.0,161.0738426,888 Nelson St,Yelp
