station_name,latitude,longitude,venue_id,venue_name,venue_category,venue_address,venue_distance,venue_latitude,venue_longitude
Ontario & 5th,49.266724,-123.104824,57951723498e1e1d10b665a7,Tractor Foods - Olympic Village,Salad Restaurant,1751 Quebec St,343,49.269535,-123.102869
Ontario & 5th,49.266724,-123.104824,4be73b80910020a16435d514,Jonathan Rogers Park,Park,110 7th Ave W,357,49.264274,-123.108018
10th & Main,49.262141,-123.101961,4b732ae3f964a520749f2de3,Pulpfiction Books,Bookstore,2422 Main St,180,49.263494,-123.100651
10th & Main,49.262141,-123.101961,5044114ce4b003e2b452ddee,La Petite Cuillere,Tea Room,55 Kingsway,223,49.263551,-123.099764
10th & Main,49.262141,-123.101961,5c6f3cc2c03635002c74c211,Sing Sing Beer Bar,Beer Bar,2718 Main St,185,49.260652,-123.100815
10th & Main,49.262141,-123.101961,51b201d27dd249ae714ba728,33 Acres Brewing Co,Bar,15 8th Ave W,309,49.263877,-123.105307
10th & Main,49.262141,-123.101961,4fb6cb56e4b04335c6dfbe0a,49th Parallel Coffee Roast,Coffee Shop,2902 Main St,340,49.259164,-123.100851
10th & Main,49.262141,-123.101961,5478ca03498e3bbc45e6ce54,Elysian Coffee,Coffee Shop,2301 Ontario St,346,49.264531,-123.105038
10th & Main,49.262141,-123.101961,4aa7e590f964a520ec4d20e3,Sushiyama,Sushi Restaurant,371 Broadway E,357,49.262968,-123.0972
10th & Main,49.262141,-123.101961,4b2aa15ef964a520a0ac24e3,Tisol,Pet Supplies Store,2949 Main St,372,49.258788,-123.101792
10th & Main,49.262141,-123.101961,5387d0f4498e6050302efedd,Main Street Brewing Co,Brewery,261 7th Ave E,351,49.264745,-123.099216
10th & Main,49.262141,-123.101961,5a31538260d11b06bc47c475,Modus Coffee,Café,112 W Broadway,396,49.263182,-123.107195
Cypress & 4th,49.268269,-123.147885,4c1fcb2db4e62d7f252fe093,Romer's Burger Bar,Burger Joint,1873 4th Ave W,26,49.268222,-123.147528
Cypress & 4th,49.268269,-123.147885,527febfe11d2a397c8945a9a,Rain or Shine Ice Cream,Ice Cream Parlor,1926 4th Ave W,76,49.267929,-123.1488
Cypress & 4th,49.268269,-123.147885,4f8214cde4b0c7b856b78366,Fable,Restaurant,1944 4th Ave W,96,49.267954,-123.149127
Cypress & 4th,49.268269,-123.147885,554d16bf498e79a568da04de,Ramen Danbo,Alternative Medicine Clinic,1833 4th Ave W,113,49.26831,-123.146319
Cypress & 4th,49.268269,-123.147885,562acb8f498e3302d9584b08,Patagonia,Clothing Store,1994 4th Ave W,156,49.26782,-123.149926
Cypress & 4th,49.268269,-123.147885,4abff3e8f964a520329320e3,Indian Oven Restaurant Ltd,Indian Restaurant,2006 4th Ave W,204,49.267949,-123.150667
Cypress & 4th,49.268269,-123.147885,4aa99848f964a5206f5420e3,Las Margaritas,Mexican Restaurant,1999 4th Ave W,162,49.268201,-123.150121
Cypress & 4th,49.268269,-123.147885,550500d6498e843f63843a8a,AnnaLena,Restaurant,1809 1st Ave W,288,49.270791,-123.146937
Cypress & 4th,49.268269,-123.147885,5b391fb5ea1e440039ec0f6a,Their There,Bakery,2042 4th Ave W,258,49.267851,-123.151388
Cypress & 4th,49.268269,-123.147885,58c308f9cc5b6a39592ba6d0,TurF,Coffee Shop,2041 4th Ave W,274,49.268309,-123.151671
Vanier Park,49.275717,-123.142564,4aad7ad6f964a520836020e3,Vanier Park,Park,1695 Whyte Ave,51,49.276078,-123.14301
Vanier Park,49.275717,-123.142564,4c104f683ce120a1cafb071c,Bard on the Beach Theatre Society,Music Venue,1100 Chestnut St,121,49.276798,-123.142342
Vanier Park,49.275717,-123.142564,4aa850aff964a520ce5020e3,Museum of Vancouver,Museum,1100 Chestnut St,159,49.276369,-123.144907
Vanier Park,49.275717,-123.142564,4baed2b1f964a520eeda3be3,H.R. MacMillan Space Ctr,Museum,1100 Chestnut St,139,49.276314,-123.144356
Vanier Park,49.275717,-123.142564,4aa950f2f964a5200d5320e3,Siegel's Bagels,Bagel Shop,1883 Cornwall Ave,471,49.272737,-123.147184
Vanier Park,49.275717,-123.142564,4bc5499541cb76b091413e6f,Hadden Park,Park,1905 Ogden Ave,430,49.277591,-123.147762
Vanier Park,49.275717,-123.142564,4b3a7b13f964a520496825e3,Vancouver Maritime Museum,History Museum,1905 Ogden Ave,411,49.277529,-123.147514
Vanier Park,49.275717,-123.142564,4aa967a7f964a5207e5320e3,Go Fish,Seafood Restaurant,1505 1 St Ave W,495,49.271466,-123.140506
Vanier Park,49.275717,-123.142564,4aab0055f964a5207b5820e3,Kits Point Dog Beach,Beach,Ogden Ave,532,49.278013,-123.149015
Vanier Park,49.275717,-123.142564,52100563498edca0c55931b1,A Bread Affair,Bakery,1680 Johnston St,603,49.27248,-123.135889
Nelson & Mainland,49.276436,-123.11877,56e71692498e78e8143f679d,Tacofino,Taco Restaurant,1025 Mainland St,66,49.276488,-123.119685
Nelson & Mainland,49.276436,-123.11877,4aa7d47ff964a520714d20e3,The Keg Steakhouse + Bar - Yaletown,Restaurant,1011 Mainland St,58,49.27671,-123.11946
Nelson & Mainland,49.276436,-123.11877,5af8880a838e59002ce2d728,Angus T,Bakery,1036 Mainland St,101,49.275871,-123.119875
Nelson & Mainland,49.276436,-123.11877,4aa7ec7cf964a520064e20e3,La Terrazza,Italian Restaurant,1088 Cambie St,172,49.274887,-123.118818
Nelson & Mainland,49.276436,-123.11877,4aa942d5f964a520ba5220e3,Blue Water Cafe + Raw Bar,Seafood Restaurant,1095 Hamilton St,173,49.276123,-123.121114
Nelson & Mainland,49.276436,-123.11877,4fac04c2e4b0685b5b224d9d,Minami Restaurant,Sushi Restaurant,1118 Mainland St,196,49.275269,-123.120797
Nelson & Mainland,49.276436,-123.11877,4b6d04bcf964a52041632ce3,Lupo Restaurant & Vinoteca,Italian Restaurant,869 Hamilton St,220,49.278151,-123.117231
Nelson & Mainland,49.276436,-123.11877,51a7a349454a2b1f0e2449f8,Homer St. Cafe and Bar,Restaurant,898 Homer St,227,49.278455,-123.11823
Nelson & Mainland,49.276436,-123.11877,5751fda3498e4f21436b3b09,Mister,Ice Cream Parlor,1141 Mainland St,247,49.275114,-123.121514
Nelson & Mainland,49.276436,-123.11877,4e2901b5b61c41a2f8a38ab3,The Flying Pig Yaletown,Restaurant,1168 Hamilton St,272,49.275181,-123.122007
Nelson & Richards,49.277844,-123.120942,57e351fe498ea398546051b6,Nero Belgian Waffle Bar,Dessert Shop,1002 Seymour St,99,49.278311,-123.122111
Nelson & Richards,49.277844,-123.120942,56e71692498e78e8143f679d,Tacofino,Taco Restaurant,1025 Mainland St,176,49.276488,-123.119685
Nelson & Richards,49.277844,-123.120942,4aa942d5f964a520ba5220e3,Blue Water Cafe + Raw Bar,Seafood Restaurant,1095 Hamilton St,191,49.276123,-123.121114
Nelson & Richards,49.277844,-123.120942,4aa7d47ff964a520714d20e3,The Keg Steakhouse + Bar - Yaletown,Restaurant,1011 Mainland St,165,49.27671,-123.11946
Nelson & Richards,49.277844,-123.120942,51a7a349454a2b1f0e2449f8,Homer St. Cafe and Bar,Restaurant,898 Homer St,207,49.278455,-123.11823
Nelson & Richards,49.277844,-123.120942,5af8880a838e59002ce2d728,Angus T,Bakery,1036 Mainland St,232,49.275871,-123.119875
Nelson & Richards,49.277844,-123.120942,4da94ba44b22f071ea9b959d,The Mexican,Mexican Restaurant,1049 Granville St,241,49.278821,-123.12394
Nelson & Richards,49.277844,-123.120942,4ac17919f964a520479720e3,The Orpheum,Music Venue,601 Smithe St,256,49.280081,-123.120416
Nelson & Richards,49.277844,-123.120942,4fac04c2e4b0685b5b224d9d,Minami Restaurant,Sushi Restaurant,1118 Mainland St,286,49.275269,-123.120797
Nelson & Richards,49.277844,-123.120942,4b6d04bcf964a52041632ce3,Lupo Restaurant & Vinoteca,Italian Restaurant,869 Hamilton St,271,49.278151,-123.117231
7th & Heather,49.265089,-123.119425,4c75baefdb52b1f7c5b979dc,Caffe Cittadella,Coffee Shop,2310 Ash St,181,49.26473,-123.116978
7th & Heather,49.265089,-123.119425,4f60fc8be4b0a9d090a1f850,Rogue Kitchen & Wetbar,Bar,602W Broadway W,253,49.263123,-123.117652
7th & Heather,49.265089,-123.119425,4b342ac8f964a520b92525e3,Dynasty Seafood Restaurant 皇朝海鮮酒家,Chinese Restaurant,777 Broadway W,214,49.263675,-123.12143
7th & Heather,49.265089,-123.119425,4aa98676f964a520105420e3,Elysian Coffee Broadway,Coffee Shop,590 Broadway W,273,49.263077,-123.117243
7th & Heather,49.265089,-123.119425,4aa73d25f964a520704c20e3,Whole Foods,Retail,510 8th Ave W,330,49.263957,-123.115209
7th & Heather,49.265089,-123.119425,4aada430f964a5201f6120e3,Charleson Park,Park,999 Charleson St,418,49.266831,-123.124538
7th & Heather,49.265089,-123.119425,52b17ab1498eeab2c01ede0e,Gyu-Kaku BBQ,BBQ Joint,950 Broadway W,505,49.263202,-123.125769
7th & Heather,49.265089,-123.119425,4fdbf49da17c490bc805d53d,Hot Pink,Art Gallery,2075 Yukon St,503,49.26685,-123.113022
7th & Heather,49.265089,-123.119425,4e223f06d4c0d32590f80ff4,La Taqueria Pinche Taco Shop,Taco Restaurant,2450 Yukon St,521,49.263637,-123.112586
7th & Heather,49.265089,-123.119425,4aac95abf964a5204a5e20e3,Winona Park,Landmarks and Outdoors,400 W 59th Ave,508,49.263009,-123.113182
Harwood & Bute,49.28026,-123.135244,4c4a3fe2c8b6b71364090efb,Cobs Bread,Bakery,1160 Davie St,205,49.281117,-123.132734
Harwood & Bute,49.28026,-123.135244,4aa8712bf964a520505120e3,Score on Davie,Arts and Entertainment,1262 Davie St,230,49.282285,-123.134538
Harwood & Bute,49.28026,-123.135244,4b1b3a7af964a520dff923e3,La Belle Patate,Restaurant,1215 Davie St,238,49.282095,-123.133548
Harwood & Bute,49.28026,-123.135244,4aa8555cf964a520e75020e3,1181 Lounge,Night Club,1181 Davie St,231,49.281647,-123.132861
Harwood & Bute,49.28026,-123.135244,4ab8356ff964a5208f7c20e3,Thai Basil Restaurant,Thai Restaurant,1215 Thurlow St,275,49.280355,-123.131452
Harwood & Bute,49.28026,-123.135244,4fff3622e4b046ea2824d0bd,Gurkha Himalayan Kitchen,Himalayan Restaurant,1141 Davie St,248,49.281122,-123.132086
Harwood & Bute,49.28026,-123.135244,4ab988d5f964a520cb7f20e3,Sushi Osaka,Sushi Restaurant,1361 Burrard St,380,49.277632,-123.131868
Harwood & Bute,49.28026,-123.135244,4ab2b6e4f964a520fb6b20e3,West End Farmers Market,Farmers Market,1100 Comox St,424,49.282579,-123.130588
Harwood & Bute,49.28026,-123.135244,4c181f5a1436a59399ef8c75,Engagement Sculpture English Bay,Sculpture Garden,Beach Ave,466,49.282306,-123.140866
Harwood & Bute,49.28026,-123.135244,4b82e001f964a5205aea30e3,Nelson Park,Park,1030 Bute St,501,49.282743,-123.129466
Chilco & Barclay,49.291909,-123.140713,4aa7455df964a5208e4c20e3,Kingyo Izakaya 金魚居酒屋,Sushi Restaurant,871 Denman St,306,49.290643,-123.136956
Chilco & Barclay,49.291909,-123.140713,5851f5b5297c16529dd5cf93,Peaked Pies,Australian Restaurant,975 Denman St,299,49.28964,-123.138493
Chilco & Barclay,49.291909,-123.140713,4cd8423915d8b60c611f650e,Tavola,Italian Restaurant,1829 Robson St,359,49.291843,-123.135761
Chilco & Barclay,49.291909,-123.140713,4e8e4f786c255231f53fdf1e,Ayoub's Dried Fruits & Nuts,Grocery Store,986 Denman St,325,49.289501,-123.138156
Chilco & Barclay,49.291909,-123.140713,4aa97278f964a520b25320e3,Blenz Coffee,Coffee Shop,935 Denman St,293,49.290242,-123.137571
Chilco & Barclay,49.291909,-123.140713,4cdc9e88fc973704e4d6d605,Stanley Park Tennis Courts,Tennis Court,,354,49.292068,-123.145596
Chilco & Barclay,49.291909,-123.140713,4aa75933f964a520bf4c20e3,Banana Leaf,Malay Restaurant,1096 Denman St,407,49.288276,-123.139917
Chilco & Barclay,49.291909,-123.140713,50527ea7e4b0588850a3fbab,Espana,Mediterranean Restaurant,1118 Denman St,424,49.288096,-123.140307
Chilco & Barclay,49.291909,-123.140713,4b54a00bf964a52071c327e3,Brandon & Joanny's NOFRILLS Vancouver,Grocery Store,1030 Denman St,397,49.28869059393502,-123.13914299011232
Chilco & Barclay,49.291909,-123.140713,4ba69381f964a520ad5f39e3,Stanley Park English Bay Seawall,Hiking Trail,Beach Ave,478,49.290133,-123.146728
Chilco & Robson,49.293257,-123.138563,4cd8423915d8b60c611f650e,Tavola,Italian Restaurant,1829 Robson St,256,49.291843,-123.135761
Chilco & Robson,49.293257,-123.138563,4aa7455df964a5208e4c20e3,Kingyo Izakaya 金魚居酒屋,Sushi Restaurant,871 Denman St,312,49.290643,-123.136956
Chilco & Robson,49.293257,-123.138563,5fbc67765bfc23154b5cd36b,Chung Chun Rice Hotdog,Korean Restaurant,1795 Robson St,359,49.291199,-123.134732
Chilco & Robson,49.293257,-123.138563,4bc647d4f360ef3bcc79db2d,Spokes Bike Rentals,Bicycle Store,1798 Georgia St W,359,49.292254,-123.133849
Chilco & Robson,49.293257,-123.138563,5851f5b5297c16529dd5cf93,Peaked Pies,Australian Restaurant,975 Denman St,401,49.28964,-123.138493
Chilco & Robson,49.293257,-123.138563,4aa97278f964a520b25320e3,Blenz Coffee,Coffee Shop,935 Denman St,342,49.290242,-123.137571
Chilco & Robson,49.293257,-123.138563,4e8e4f786c255231f53fdf1e,Ayoub's Dried Fruits & Nuts,Grocery Store,986 Denman St,418,49.289501,-123.138156
Chilco & Robson,49.293257,-123.138563,4aabe78ff964a520d05a20e3,Aria Market,Grocery Store,837 Bidwell St,446,49.290288,-123.134411
Chilco & Robson,49.293257,-123.138563,4aa80589f964a520ca4e20e3,Guu with Garlic,Japanese Restaurant,1698 Robson St,471,49.290278,-123.133923
Chilco & Robson,49.293257,-123.138563,4fbc5a794fc6cb9f394f9160,Nero Belgian Waffle Bar,Dessert Shop,1703 Robson St,446,49.290654,-123.133874
Nicola & Robson,49.288011,-123.132006,5b2bfe834f0e58002c8c4344,Saku,Japanese Restaurant,1773 Robson St,137,49.291333,-123.134825
Nicola & Robson,49.288011,-123.132006,5613530b498ea051161f8998,Cora Breakfast & Lunch,Restaurant,1368 Robson St,179,49.287551,-123.129634
Nicola & Robson,49.288011,-123.132006,5646ab13498e460c732920e8,Ramen Danbo - Robson,Ramen Restaurant,1333 Robson St,226,49.287499,-123.12898
Nicola & Robson,49.288011,-123.132006,4aa98159f964a520fb5320e3,Whole Foods,Retail,1675 Robson St,239,49.290103,-123.132772
Nicola & Robson,49.288011,-123.132006,4aa80589f964a520ca4e20e3,Guu with Garlic,Japanese Restaurant,1698 Robson St,287,49.290278,-123.133923
Nicola & Robson,49.288011,-123.132006,4aa9ac4ff964a520cc5420e3,Cardero Bottega,Coffee Shop,1016 Cardero St,279,49.287092,-123.135598
Nicola & Robson,49.288011,-123.132006,4aabe78ff964a520d05a20e3,Aria Market,Grocery Store,837 Bidwell St,307,49.290288,-123.134411
Nicola & Robson,49.288011,-123.132006,5185b82c498e09b9a3fd0c7e,Marutama Ra-men,Ramen Restaurant,780 Bidwell St,314,49.290515,-123.133538
Nicola & Robson,49.288011,-123.132006,4fbc5a794fc6cb9f394f9160,Nero Belgian Waffle Bar,Dessert Shop,1703 Robson St,323,49.290654,-123.133874
Nicola & Robson,49.288011,-123.132006,4aaaf960f964a520575820e3,Konbiniya,Sushi Restaurant,1238 Robson St,356,49.286326,-123.127825
Carrall & Hastings,49.28117,-123.104419,4fae01d3e4b0861eac7a985a,Pidgin,Restaurant,350 Carrall St,82,49.281822,-123.10406
Carrall & Hastings,49.28117,-123.104419,4dc9a94cd22d2af63302269c,Nelson the Seagull,Bakery,315 Carrall St,120,49.282251,-123.104519
Carrall & Hastings,49.28117,-123.104419,5a2b0e0306fb601e552bda2c,Caffe di Beppe,Café,,143,49.282421,-123.104533
Carrall & Hastings,49.28117,-123.104419,56bd4b6b498e49bd59cacab0,MeeT in Gastown,Vegan and Vegetarian Restaurant,12 Water St,235,49.283275,-123.104849
Carrall & Hastings,49.28117,-123.104419,59f8e055646e387cd2411030,Chinatown BBQ,BBQ Joint,130 Pender St E,230,49.280546,-123.101453
Carrall & Hastings,49.28117,-123.104419,5256672f11d2f8b0572a3da1,Gringo,Tex-Mex Restaurant,27 Trounce Alley,236,49.283244,-123.105171
Carrall & Hastings,49.28117,-123.104419,553ac7e1498e04e927f8762d,Birds & the Beets,Café,55 Powell St,271,49.283383,-123.10283
Carrall & Hastings,49.28117,-123.104419,4aa7329cf964a5203f4c20e3,Six Acres,Lounge,203 Carrall St,235,49.283285,-123.104445
Carrall & Hastings,49.28117,-123.104419,4b77ba28f964a52064a82ee3,Keefer Bar,Cocktail Bar,135 Keefer St,284,49.279619,-123.101293
Carrall & Hastings,49.28117,-123.104419,4aa84651f964a520905020e3,Union Market,Organization,162E Hastings St E,275,49.281225,-123.100618
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,4aa6f2c7f964a5209b4b20e3,Vancouver Art Gallery,Art Gallery,750 Hornby St,27,49.282925,-123.12041
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,4d2cce46ae3a8cfa4067bf70,Hawksworth Restaurant,Restaurant,801 Georgia St W,101,49.283302,-123.11938
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,5752fe66498e368996d5e859,Cycle City Tours,Bicycle Store,648 Hornby St,142,49.284184,-123.119206
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,4b7327faf964a520c79e2de3,Lululemon Athletica,Clothing Store,1148 Robson St,163,49.283016,-123.122756
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,4adbc696f964a5208f2a21e3,Rocky Mountain Chocolate Factory,Candy Store,1017 Robson St,195,49.283664,-123.123136
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,4bfdb7bcf61dc9b6bb7a9fde,Hy's Steakhouse & Cocktail Bar,Steakhouse,637 Hornby St,198,49.284786,-123.119176
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,5bce08ce724750002c469650,Indigo - Robson,Bookstore,1033 Robson St,232,49.28403,-123.123492
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,4e42e0037d8b2eefb3b06d20,Thierry,Dessert Shop,1059 Alberni St,230,49.284766,-123.122662
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,4aa73bb9f964a5206b4c20e3,Sephora,Cosmetics Store,701 Georgia St E,251,49.283972,-123.11724
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,53c32265498e7aa07942e9c1,Boulevard Kitchen & Oyster Bar,French Restaurant,845 Burrard St,245,49.283021,-123.123893
Stanley Park - Vancouver Aquarium,49.299292,-123.130281,4f345d93e4b04a0243c550f2,Vancouver Aquarium Cafe,Café,845 Avison Way,98,49.300066,-123.130947
Stanley Park - Vancouver Aquarium,49.299292,-123.130281,4aaa6a90f964a520df5520e3,Vancouver Aquarium,Aquarium,845 Avison Way,160,49.30068270565011,-123.13085496425629
Stanley Park - Vancouver Aquarium,49.299292,-123.130281,4c49fa7642b4d13aefbe8c7c,Variety Kids Water Park in Stanley Park,Water Park,715 Stanley Park Dr,191,49.297761,-123.13148
Stanley Park - Vancouver Aquarium,49.299292,-123.130281,4aa72e38f964a520274c20e3,Stanley Park Harbourfront Seawall,Landmarks and Outdoors,1999 Georgia St,234,49.29722,-123.130866
Stanley Park - Vancouver Aquarium,49.299292,-123.130281,4e08d5bc2271dfa46bb7a364,Stanley Park Pavilion,Event Service,610 Pipeline Rd Stanley Pk,258,49.299562,-123.133825
Stanley Park - Vancouver Aquarium,49.299292,-123.130281,4abfeecff964a520129320e3,Lumberman's Arch Stanley Park,Monument,,378,49.30268,-123.130765
Stanley Park - Vancouver Aquarium,49.299292,-123.130281,4cbfaa3db6c4224b8cbbf494,Stanley Park Ghost Train,Amusement Park,2099 Beach Ave,385,49.301769,-123.134014
Stanley Park - Vancouver Aquarium,49.299292,-123.130281,4ae7a296f964a520f1ac21e3,Stanley Park Miniature Train,Amusement Park,,385,49.301769,-123.134014
Stanley Park - Vancouver Aquarium,49.299292,-123.130281,4c3a22aaedba9521568cd625,Rose and Perennial Garden,Garden,,389,49.299016,-123.135644
Stanley Park - Vancouver Aquarium,49.299292,-123.130281,4ab2ae89f964a520dd6b20e3,Brockton Oval,Rugby Pitch,,428,49.299098,-123.124373
Stanley Park - Second Beach North,49.29534,-123.150433,4c0b1f677e3fc928cdebf482,Second Beach,Beach,8501 Stanley Park Dr,39,49.295623,-123.150768
Stanley Park - Second Beach North,49.29534,-123.150433,4bf046d53a002d7fb4eb85a4,Second Beach Pool,Swimming Pool,8501 Stanley Park Dr,39,49.295495,-123.150919
Stanley Park - Second Beach North,49.29534,-123.150433,4c3e8adf83a3a593e053ee33,Outdoor Movies by Fresh Air Cinemas,Arts and Entertainment,,130,49.294718,-123.148906
Stanley Park - Second Beach North,49.29534,-123.150433,4e025d4218a8d6229d0f5a49,Stanley Park Pitch & Putt,Golf Course,1069 Lagoon Dr,379,49.29303,-123.146571
Stanley Park - Second Beach North,49.29534,-123.150433,5cf2bd58ff0306002c9db0dc,Stanley Park Brewing Restaurant & Brewpub,Brewery,8901 Stanley Park Dr,442,49.292295,-123.146508
Stanley Park - Second Beach North,49.29534,-123.150433,4cdc9e88fc973704e4d6d605,Stanley Park Tennis Courts,Tennis Court,,505,49.292068,-123.145596
Stanley Park - Second Beach North,49.29534,-123.150433,4ba69381f964a520ad5f39e3,Stanley Park English Bay Seawall,Hiking Trail,Beach Ave,637,49.290133,-123.146728
Stanley Park - Second Beach North,49.29534,-123.150433,4b93052cf964a520462f34e3,Ferguson Point,Scenic Lookout,Stanley Park Dr,831,49.301117,-123.15773
Stanley Park - Second Beach North,49.29534,-123.150433,4bf9d57e8f32ef3b12c504aa,Stanley Park,Urban Park,,1006,49.301704,-123.1417
Stanley Park - Second Beach North,49.29534,-123.150433,633e7215afaf194b79d6cbd5,Stanley Park Vancouver,Forest,,557,49.296571,-123.14298
Stanley Park - Second Beach South,49.294318,-123.148808,4c3e8adf83a3a593e053ee33,Outdoor Movies by Fresh Air Cinemas,Arts and Entertainment,,44,49.294718,-123.148906
Stanley Park - Second Beach South,49.294318,-123.148808,4c0b1f677e3fc928cdebf482,Second Beach,Beach,8501 Stanley Park Dr,203,49.295623,-123.150768
Stanley Park - Second Beach South,49.294318,-123.148808,4bf046d53a002d7fb4eb85a4,Second Beach Pool,Swimming Pool,8501 Stanley Park Dr,201,49.295495,-123.150919
Stanley Park - Second Beach South,49.294318,-123.148808,4e025d4218a8d6229d0f5a49,Stanley Park Pitch & Putt,Golf Course,1069 Lagoon Dr,216,49.29303,-123.146571
Stanley Park - Second Beach South,49.294318,-123.148808,5cf2bd58ff0306002c9db0dc,Stanley Park Brewing Restaurant & Brewpub,Brewery,8901 Stanley Park Dr,279,49.292295,-123.146508
Stanley Park - Second Beach South,49.294318,-123.148808,4cdc9e88fc973704e4d6d605,Stanley Park Tennis Courts,Tennis Court,,341,49.292068,-123.145596
Stanley Park - Second Beach South,49.294318,-123.148808,4ba69381f964a520ad5f39e3,Stanley Park English Bay Seawall,Hiking Trail,Beach Ave,488,49.290133,-123.146728
Stanley Park - Second Beach South,49.294318,-123.148808,633e7215afaf194b79d6cbd5,Stanley Park Vancouver,Forest,,490,49.296571,-123.14298
Stanley Park - Second Beach South,49.294318,-123.148808,50527ea7e4b0588850a3fbab,Espana,Mediterranean Restaurant,1118 Denman St,926,49.288096,-123.140307
Stanley Park - Second Beach South,49.294318,-123.148808,5851f5b5297c16529dd5cf93,Peaked Pies,Australian Restaurant,975 Denman St,910,49.28964,-123.138493
Stanley Park - Totem Poles,49.298657,-123.121176,4b58e9ecf964a5208d7228e3,Totem Poles in Stanley Park,Museum,2582 Stanley Park Dr,56,49.29916,-123.121052
Stanley Park - Totem Poles,49.298657,-123.121176,4c6ae2646e10ef3b914a9f40,Hallelujah Point,Monument,1978 Stanley Park Dr,100,49.29827,-123.119921
Stanley Park - Totem Poles,49.298657,-123.121176,4ab2ae89f964a520dd6b20e3,Brockton Oval,Rugby Pitch,,236,49.299098,-123.124373
Stanley Park - Totem Poles,49.298657,-123.121176,4d61a6e25b276dcbc8f625c6,Legends of the Moon Gift Shop,Gift Store,1501 Stanley Park Dr,82,49.299376,-123.121476
Stanley Park - Totem Poles,49.298657,-123.121176,4be326b31dd22d7f1cdb95bd,Brockton Point,Scenic Lookout,Stanley Park Dr,380,49.30077,-123.117051
Stanley Park - Totem Poles,49.298657,-123.121176,4c39cb6eedba9521ea70d625,Nine O'Clock Gun,Monument,1981 Stanley Park Dr,277,49.298028,-123.117385
Stanley Park - Totem Poles,49.298657,-123.121176,4aa72e38f964a520274c20e3,Stanley Park Harbourfront Seawall,Landmarks and Outdoors,1999 Georgia St,720,49.29722,-123.130866
Stanley Park - Totem Poles,49.298657,-123.121176,4aaa6a90f964a520df5520e3,Vancouver Aquarium,Aquarium,845 Avison Way,736,49.30068270565011,-123.13085496425629
Stanley Park - Totem Poles,49.298657,-123.121176,4c39d0a0edba95214472d625,Girl in a Wetsuit,Monument,2600 Stanley Park Dr,576,49.302587,-123.126375
Stanley Park - Totem Poles,49.298657,-123.121176,4f345d93e4b04a0243c550f2,Vancouver Aquarium Cafe,Café,845 Avison Way,725,49.300066,-123.130947
Heather & 14th,49.259183,-123.120126,54c074fa498e4624306b462e,Corduroy Pie Co,Pizzeria,758 16th Ave W,264,49.256904,-123.121177
Heather & 14th,49.259183,-123.120126,52ae4f3c11d227ba4f4b055a,Indian Roti Kitchen,Indian Restaurant,2961 Cambie St,352,49.258983,-123.115272
Heather & 14th,49.259183,-123.120126,4dcc3412fa76873d1c7a08d1,Body Energy Club,Dining and Drinking,555 12th Ave W,318,49.26078,-123.116479
Heather & 14th,49.259183,-123.120126,5674aec9498e6800815c3598,Vij's,Indian Restaurant,3106 Cambie St,428,49.257484,-123.11482
Heather & 14th,49.259183,-123.120126,57e6d0a2498e8d223bc2af56,Passion8 Dessert Cafe,Café,3010 Cambie St,395,49.25837,-123.114814
Heather & 14th,49.259183,-123.120126,4f77e130e4b0b009eebc0f50,Yuk Yuk's Comedy Club,Arts and Entertainment,2837 Cambie St,362,49.259982,-123.115276
Heather & 14th,49.259183,-123.120126,4f60fc8be4b0a9d090a1f850,Rogue Kitchen & Wetbar,Bar,602W Broadway W,473,49.263123,-123.117652
Heather & 14th,49.259183,-123.120126,4aa98676f964a520105420e3,Elysian Coffee Broadway,Coffee Shop,590 Broadway W,480,49.263077,-123.117243
Heather & 14th,49.259183,-123.120126,4ae22951f964a520568b21e3,Shoppers Drug Mart,Drugstore,3277 Cambie St,462,49.256403,-123.115376
Heather & 14th,49.259183,-123.120126,4fd3a01be4b0540d9cb027ea,Moii Cafe,Café,2559 Cambie St,517,49.262582,-123.115254
8th & Ontario,49.263837,-123.105173,51b201d27dd249ae714ba728,33 Acres Brewing Co,Bar,15 8th Ave W,10,49.263877,-123.105307
8th & Ontario,49.263837,-123.105173,5478ca03498e3bbc45e6ce54,Elysian Coffee,Coffee Shop,2301 Ontario St,77,49.264531,-123.105038
8th & Ontario,49.263837,-123.105173,5a31538260d11b06bc47c475,Modus Coffee,Café,112 W Broadway,163,49.263182,-123.107195
